LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,TotalBathrooms,TotalSF,HouseAge,RemodAge,PricePerSF,SalePrice
80.0,5,1961,1961,0.0,3,1,3,0,1800,0,1800,0,1800,2,3,10,0,5,1980.0,2,0,0,0,0,2,3600,46,46,39.166666666666664,141000
100.0,5,1915,1950,0.0,3,0,3,0,876,2,876,540,1416,1,3,7,1,2,1949.0,2,3,720,418,0,2,2292,93,58,67.14659685863874,153900
69.0,5,1975,1981,0.0,3,1,2,1390,1390,4,1701,0,1701,2,3,6,2,4,1975.0,0,2,611,0,0,3,3091,32,26,55.32190229699126,171000
75.0,7,1993,1993,137.0,2,2,2,513,740,0,1006,769,1775,2,2,7,1,4,1993.0,2,2,425,234,72,4,2515,16,16,84.69184890656064,213000
36.0,5,1972,1972,0.0,3,1,3,460,864,0,864,0,864,1,3,5,1,1,1972.0,2,1,338,0,0,2,1728,37,37,77.25694444444444,133500
75.0,6,1908,1997,0.0,3,0,3,0,907,4,1307,1051,2358,3,3,10,1,2,1908.0,2,2,360,486,40,3,3265,100,11,73.50689127105666,240000
80.0,6,1976,1994,360.0,2,1,3,0,528,0,1094,761,1855,2,3,7,1,4,1976.0,1,2,512,113,100,3,2383,31,13,78.47251363827108,187000
36.0,6,2003,2003,170.0,2,2,2,659,848,0,848,0,848,1,2,3,0,5,2003.0,0,2,420,140,0,2,1696,4,4,77.53537735849056,131500
69.0,8,2003,2003,40.0,2,2,2,0,1273,0,1456,0,1456,2,2,7,1,4,2003.0,0,2,400,143,20,2,2729,3,3,78.78343715646757,215000
53.0,7,1941,1950,0.0,3,1,3,364,918,2,918,728,1646,2,3,7,2,2,1941.0,2,1,240,0,0,2,2564,66,57,63.962558502340094,164000
69.0,6,1964,1964,115.0,3,1,3,564,1127,4,1445,0,1445,1,3,7,1,1,1964.0,1,2,645,180,0,2,2572,45,45,61.4307931570762,158000
102.0,5,1955,1974,0.0,3,1,3,306,1763,4,1779,0,1779,1,3,6,1,2,1955.0,2,2,454,0,418,3,3542,51,32,47.99548277809147,170000
69.0,5,1962,2010,0.0,3,1,3,659,1040,0,1040,0,1040,1,3,6,0,5,1962.0,2,1,260,0,104,3,2080,48,0,61.05769230769231,127000
69.0,6,1978,1978,0.0,3,1,2,505,940,4,1026,0,1026,1,3,5,0,5,1981.0,2,2,576,0,0,2,1966,30,30,74.77110885045778,147000
65.0,6,1994,1995,0.0,3,2,2,0,702,2,702,779,1481,2,3,6,1,4,1994.0,0,2,343,0,36,3,2183,15,14,79.70682546953734,174000
80.0,7,1976,1976,189.0,3,1,2,0,1090,4,1370,0,1370,2,3,6,1,4,1976.0,1,2,479,0,0,2,2460,33,33,61.78861788617886,152000
69.0,6,1968,1984,220.0,3,1,3,619,1054,4,1512,1142,2654,2,2,9,1,2,1968.0,2,2,619,0,65,4,3708,38,22,67.4217907227616,250000
55.0,7,1918,1998,0.0,2,0,3,0,912,2,912,514,1426,1,2,7,1,2,1925.0,2,1,216,0,240,2,2338,89,9,81.24465355004277,189950
75.0,5,1965,1965,0.0,3,2,3,841,1039,0,1039,0,1039,1,3,6,0,5,1965.0,2,2,504,0,0,3,2078,45,45,63.28200192492781,131500
81.0,6,1984,1985,0.0,3,2,2,338,1040,4,1097,0,1097,2,3,6,0,5,1986.0,2,2,480,0,0,2,2137,26,25,71.127749181095,152000
70.0,5,1959,1959,0.0,3,1,3,1148,1148,4,1148,0,1148,1,3,6,0,5,1959.0,2,1,672,0,0,2,2296,50,50,57.70905923344948,132500
72.0,7,2007,2008,0.0,2,2,0,0,1372,0,1372,0,1372,2,2,6,0,5,2008.0,0,2,529,0,140,2,2744,1,0,91.3192419825073,250580
69.0,5,1970,1970,76.0,3,1,3,828,1002,4,1002,0,1002,1,3,5,0,5,1973.0,2,2,902,0,0,2,2004,39,39,74.10179640718563,148500
67.0,8,2006,2007,274.0,2,2,2,0,1638,0,1646,0,1646,2,2,6,1,2,2007.0,1,3,870,192,80,2,3284,1,0,75.79171741778319,248900
85.0,4,1961,1961,0.0,3,1,3,932,1040,4,1120,0,1120,1,1,5,0,5,1961.0,1,2,544,168,0,3,2160,46,46,59.72222222222222,129000
69.0,5,1948,1950,0.0,3,3,3,0,0,2,1547,720,2320,2,3,7,1,4,1979.0,2,2,672,120,144,2,2320,58,56,72.84482758620689,169000
80.0,7,1993,1994,246.0,2,2,2,750,1050,0,1062,887,1949,2,2,8,1,4,1993.0,0,2,574,156,90,4,2999,17,16,78.69289763254419,236000
60.0,5,1962,1962,0.0,3,1,3,0,894,2,894,0,894,1,3,5,0,5,1962.0,2,1,308,0,0,1,1788,47,47,61.241610738255034,109500
70.0,6,1998,1998,116.0,3,2,2,505,804,0,804,878,1682,2,2,7,0,5,1998.0,1,2,523,0,77,3,2486,12,12,80.65164923572003,200500
74.0,5,1953,1996,0.0,2,4,3,0,105,2,910,0,910,1,2,5,0,5,1953.0,2,2,414,196,0,1,1015,55,12,114.28571428571429,116000
60.0,5,1949,1950,0.0,2,1,3,375,832,2,1036,0,1268,1,3,6,1,2,1949.0,2,1,288,0,28,1,2100,60,59,63.333333333333336,133000
52.0,5,1941,1950,0.0,3,1,3,0,676,0,676,455,1131,1,3,5,0,5,1941.0,2,1,200,26,0,2,1807,68,59,36.80132816823464,66500
75.0,8,2007,2007,0.0,2,2,2,64,1184,0,1184,1426,2610,2,0,11,1,2,2007.0,0,2,550,208,364,3,3794,0,0,79.98866631523458,303477
94.0,4,1963,1963,0.0,3,2,3,633,1064,2,1040,0,1040,1,3,5,0,5,1963.0,2,2,648,0,0,2,2104,44,44,62.856463878327,132250
74.0,9,2004,2005,216.0,2,2,0,1170,1462,0,1462,762,2224,2,0,10,1,2,2004.0,0,3,738,184,0,4,3686,5,4,94.95387954422138,350000
88.0,5,1961,1995,0.0,3,1,3,899,1109,4,1155,0,1155,1,2,6,0,5,1987.0,2,2,576,192,0,2,2264,49,15,65.37102473498233,148000
69.0,5,1978,2005,90.0,2,1,3,646,864,0,864,0,864,1,3,6,0,5,1978.0,2,1,336,0,0,2,1728,31,4,78.99305555555556,136500
60.0,5,2005,2006,0.0,3,2,0,980,1090,2,1090,0,1090,1,3,5,0,5,2005.0,0,2,450,0,49,3,2180,2,1,72.01834862385321,157000
44.0,7,1990,1991,117.0,2,1,2,902,1156,0,1187,530,1717,2,2,7,1,4,1990.0,1,2,400,168,36,3,2873,17,16,65.2627915071354,187500
69.0,6,1992,1993,0.0,3,2,2,0,808,2,808,785,1593,2,3,7,1,4,1993.0,1,2,389,342,40,3,2401,17,16,74.13577675968347,178000
60.0,4,1912,1950,0.0,2,2,3,0,795,4,954,795,2230,1,3,10,0,5,1997.0,2,1,440,0,188,2,3025,94,56,39.17355371900826,118500
65.0,5,1967,1967,60.0,3,1,3,432,892,4,892,0,892,1,3,5,0,5,1967.0,1,1,288,0,0,1,1784,42,42,56.053811659192824,100000
50.0,9,1999,2000,60.0,2,2,0,1238,1698,0,1709,0,1709,2,2,5,1,4,1999.0,0,2,506,97,65,3,3407,9,8,96.53654241267978,328900
70.0,5,1959,2005,122.0,3,1,3,528,1626,0,1712,0,1712,2,3,8,0,5,2005.0,0,2,588,272,54,2,3338,47,1,43.43918514080288,145000
59.0,5,1955,1955,0.0,3,2,3,0,816,4,872,521,1393,1,3,8,0,5,1955.0,2,1,300,121,0,2,2209,53,53,61.33997283838841,135500
95.0,8,1970,1970,0.0,2,2,3,351,2217,0,2217,0,2217,2,2,8,1,4,1970.0,2,2,621,81,207,3,4434,37,37,60.44203879115923,268000
128.0,6,1953,1953,90.0,3,1,3,1024,1505,0,1505,0,1505,1,3,6,1,4,1953.0,1,2,505,0,0,2,3010,56,56,49.667774086378735,149500
60.0,5,1949,2006,0.0,3,1,3,0,672,0,672,252,924,1,3,6,1,3,2003.0,2,2,576,0,0,1,1596,58,1,77.00501253132832,122900
70.0,6,1978,1978,92.0,3,1,3,226,918,2,918,765,1683,2,3,7,1,4,1978.0,1,2,440,243,0,3,2601,31,31,66.32064590542099,172500
70.0,6,1963,2003,0.0,3,1,3,663,1059,4,1068,0,1068,1,3,6,0,5,1963.0,1,1,264,192,0,2,2127,43,3,72.63751763046544,154500
69.0,5,1954,1954,0.0,3,2,2,1064,1383,4,1383,0,1383,1,3,6,1,2,1954.0,2,1,354,511,116,2,2766,54,54,59.6529284164859,165000
64.0,5,1979,1979,0.0,3,3,3,0,0,4,1535,0,1535,2,3,8,0,5,1979.0,2,2,400,0,0,2,1535,30,30,77.43192182410424,118858
71.0,6,1963,1963,415.0,3,1,3,400,780,4,983,813,1796,1,3,8,1,4,1963.0,1,2,483,0,50,3,2576,45,45,54.34782608695652,140000
50.0,4,1936,1950,0.0,3,0,3,285,951,0,951,0,951,1,3,6,0,5,1936.0,2,1,327,0,28,1,1902,70,56,55.99369085173502,106500
64.0,5,1979,1979,0.0,3,3,3,0,0,4,1120,1120,2240,2,3,12,0,5,1979.0,2,2,528,154,0,2,2240,30,30,63.81830357142857,142953
100.0,9,2009,2010,760.0,0,2,0,2188,2330,0,2364,0,2364,2,0,11,2,2,2009.0,0,3,820,0,67,4,4694,1,0,130.3061354921176,611657
65.0,5,1961,1994,0.0,3,1,3,465,912,4,1236,0,1236,1,3,6,1,4,1961.0,2,1,288,0,0,1,2148,45,12,62.849162011173185,135000
69.0,4,1971,1971,0.0,3,1,3,322,858,4,858,0,858,1,3,4,0,5,1979.0,2,1,684,0,0,1,1716,36,36,64.1025641025641,110000
64.0,5,1957,2000,0.0,3,1,3,860,992,4,1306,0,1306,1,3,5,0,5,1968.0,2,1,756,0,0,2,2298,52,9,66.57963446475196,153000
63.0,7,2003,2003,0.0,2,2,2,0,783,0,807,702,1509,2,2,8,1,2,2003.0,0,2,393,0,75,3,2292,3,3,78.53403141361257,180000
50.0,7,2006,2006,27.0,2,2,2,0,1670,0,1670,0,1670,2,2,7,1,2,2006.0,1,3,690,144,60,2,3340,0,0,71.8562874251497,240000
69.0,5,1967,1967,75.0,3,1,3,599,876,4,902,0,902,1,3,6,0,5,1967.0,2,1,288,0,0,1,1778,40,40,70.58492688413948,125500
80.0,5,1954,1954,110.0,3,1,3,354,1056,4,1063,0,1063,1,3,6,0,5,1954.0,1,1,280,0,0,2,2119,56,56,60.40585181689476,128000
116.0,8,2006,2006,208.0,2,2,2,63,1623,0,1636,0,1636,2,2,8,1,2,2006.0,1,3,865,0,60,3,3259,1,1,78.24486038662167,255000
86.0,7,1936,1987,0.0,2,1,2,223,1017,2,1020,1037,2057,1,2,6,1,2,1936.0,0,1,180,0,0,2,3074,70,19,81.32726089785297,250000
69.0,5,1983,1983,0.0,3,1,2,301,864,4,902,0,902,1,3,5,0,5,1983.0,2,2,484,164,0,2,1766,23,23,74.17893544733862,131000
149.0,6,2005,2005,0.0,2,2,2,0,742,0,742,742,1484,2,2,8,1,2,2005.0,0,2,390,36,24,3,2226,4,4,78.16711590296497,174000
80.0,5,1960,1960,361.0,3,1,3,443,1105,4,1105,1169,2274,2,3,12,0,5,1960.0,2,2,480,0,0,2,3379,50,50,45.66439775081385,154300
69.0,5,1977,1989,0.0,3,1,2,196,1268,4,1268,0,1268,1,2,5,0,5,1978.0,2,1,252,173,0,2,2536,32,20,56.58517350157729,143500
51.0,5,1925,1950,0.0,3,0,3,489,768,4,1015,0,1015,1,3,6,0,5,1925.0,2,1,450,0,0,1,1783,81,56,49.35501962983735,88000
82.0,5,1949,1950,0.0,3,1,3,284,1001,4,1001,1001,2002,2,3,8,0,5,1949.0,2,3,871,0,0,2,3003,58,57,48.28504828504828,145000
30.0,6,2009,2009,76.0,2,2,2,294,612,0,612,612,1224,2,2,4,0,5,2009.0,1,2,528,0,234,3,1836,0,0,94.62581699346406,173733
21.0,4,1970,1970,80.0,3,1,3,0,546,1,546,546,1092,1,3,6,0,5,1970.0,2,1,286,0,0,2,1638,37,37,45.78754578754579,75000
50.0,2,1949,1950,0.0,3,1,3,50,480,4,480,0,480,0,3,4,0,5,1958.0,2,1,308,0,0,1,960,57,56,36.782291666666666,35311
69.0,4,1956,1956,0.0,3,1,3,1059,1134,0,1229,0,1229,1,3,6,0,5,1956.0,1,1,284,0,0,1,2363,53,53,57.13076597545493,135000
103.0,7,1991,1991,0.0,2,2,0,48,1104,0,912,1215,2127,2,2,8,1,4,1991.0,1,3,833,72,192,4,3231,16,16,73.66140513772825,238000
87.0,6,1958,2002,0.0,0,1,2,528,1184,0,1414,0,1414,1,3,6,1,4,1990.0,2,2,601,0,51,2,2598,50,6,67.93687451886066,176500
70.0,6,1994,1994,105.0,2,2,2,814,928,0,936,785,1721,2,2,7,0,5,1994.0,1,2,471,300,87,4,2649,13,13,75.87768969422423,201000
67.0,5,1900,2003,0.0,3,1,3,1084,1272,2,1272,928,2200,2,3,9,0,5,1980.0,2,0,0,0,70,6,3472,108,5,42.02188940092166,145900
65.0,6,2005,2006,0.0,2,2,2,28,1316,0,1316,0,1316,2,2,6,1,2,2005.0,0,2,397,100,0,2,2632,1,0,64.58586626139818,169990
50.0,6,1993,1994,0.0,2,2,2,165,1604,0,1617,0,1617,2,2,5,1,1,1993.0,1,2,533,0,69,3,3221,15,14,59.91927972679292,193000
79.0,6,1980,1980,157.0,3,1,2,625,1686,4,1686,0,1686,2,3,7,1,4,1980.0,2,2,612,384,131,3,3372,26,26,61.5361803084223,207500
69.0,5,1977,1977,0.0,3,2,2,767,1126,4,1126,0,1126,2,0,6,0,5,1977.0,1,2,540,180,0,3,2252,31,31,77.70870337477797,175000
93.0,8,2003,2004,340.0,2,2,2,0,1181,0,1234,1140,2374,2,0,10,1,2,2003.0,0,3,656,104,100,3,3555,4,3,80.16877637130801,285000
69.0,7,1968,1968,342.0,3,1,3,552,832,2,1098,880,1978,2,3,9,1,2,1968.0,1,2,486,0,43,3,2810,40,40,62.63345195729537,176000
69.0,8,2001,2001,0.0,2,2,2,0,1753,0,1788,0,1788,2,0,7,1,4,2001.0,1,2,522,202,151,2,3541,8,8,66.7890426433211,236500
69.0,7,1997,1997,285.0,3,2,2,0,964,2,993,1243,2236,2,2,8,1,4,1997.0,0,2,642,0,0,3,3200,9,9,69.375,222000
73.0,8,2007,2007,0.0,2,2,2,16,1466,0,1466,0,1466,2,2,7,0,5,2007.0,0,3,610,100,18,2,2932,2,2,68.55388813096862,201000
70.0,5,1965,1965,0.0,3,1,3,338,925,0,925,0,925,1,3,5,0,5,1965.0,2,1,429,0,0,2,1850,44,44,63.513513513513516,117500
84.0,9,2006,2006,302.0,0,2,0,0,1905,0,1905,0,1905,2,0,8,1,2,2006.0,0,3,788,0,191,2,3810,1,1,83.98950131233596,320000
63.0,7,2004,2004,210.0,2,2,2,20,1500,0,1500,0,1500,2,2,6,0,5,2004.0,1,2,570,192,36,2,3000,5,5,63.333333333333336,190000
313.0,7,1960,2007,0.0,3,1,2,425,585,0,2069,0,2069,2,2,9,1,2,1960.0,1,2,505,0,0,3,2654,48,1,91.18311981914091,242000
52.0,4,1926,1953,108.0,3,2,1,0,600,2,747,0,747,1,3,5,0,5,1953.0,2,2,528,0,0,1,1347,80,53,59.3170007423905,79900
67.0,7,2003,2003,0.0,2,2,2,833,1176,0,1200,0,1200,2,2,5,0,5,2003.0,1,2,555,0,41,3,2376,6,6,77.81986531986531,184900
75.0,7,2005,2005,0.0,2,2,2,341,1113,0,1113,858,1971,2,2,8,1,2,2005.0,1,2,689,0,48,3,3084,4,4,82.03631647211414,253000
73.0,7,2006,2006,0.0,2,2,2,464,1391,0,1391,571,1962,2,2,7,0,5,2006.0,1,3,868,0,90,3,3353,0,0,71.51774530271399,239799
69.0,7,1940,1950,0.0,3,1,3,0,1032,0,1207,1196,2403,2,3,10,2,4,1940.0,2,1,349,56,0,2,3435,70,60,71.14992721979621,244400
55.0,6,1976,1976,0.0,3,1,3,936,1728,4,1728,0,1728,2,3,8,0,5,1976.0,2,2,574,40,0,2,3456,30,30,43.66319444444444,150900
69.0,7,1999,1999,298.0,2,2,2,772,992,0,1022,1038,2060,2,2,8,1,4,1999.0,1,2,390,0,0,4,3052,10,10,70.11795543905636,214000
42.0,4,1977,1977,0.0,3,2,2,1440,1440,4,1440,0,1440,2,3,8,0,5,1980.0,2,0,0,321,0,4,2880,30,30,52.083333333333336,150000
100.0,5,1967,1967,0.0,3,1,3,0,1632,4,1632,0,1632,2,3,8,0,5,1967.0,2,2,576,0,0,2,3264,40,40,43.81127450980392,143000
69.0,6,1958,1958,541.0,3,1,3,111,819,2,1344,0,1344,1,2,7,1,2,1958.0,1,2,525,0,118,2,2163,51,51,63.56911696717522,137500
98.0,5,1890,1996,0.0,3,0,3,1088,1088,4,1188,561,1869,1,3,7,0,5,1963.0,2,2,456,48,0,1,2957,119,13,42.23875549543456,124900
70.0,5,1959,1959,128.0,3,1,3,748,1144,4,1144,0,1144,1,3,6,1,4,1959.0,1,1,796,86,0,2,2288,47,47,62.5,143000
85.0,8,2002,2003,236.0,2,2,2,1300,1616,0,1629,0,1629,2,2,9,1,2,2002.0,0,3,808,0,252,3,3245,5,4,83.20493066255779,270000
65.0,7,2002,2002,144.0,2,2,2,0,936,0,936,840,1776,2,2,7,1,4,2002.0,1,2,474,144,96,3,2712,4,4,70.98082595870207,192500
78.0,6,1972,2006,0.0,3,1,3,982,1161,4,1381,0,1381,1,2,5,1,4,1972.0,1,2,676,0,0,3,2542,38,4,77.69472856018882,197500
60.0,5,1950,2002,0.0,3,1,3,398,864,2,864,0,864,1,2,5,0,5,1980.0,1,2,720,194,0,2,1728,57,5,74.65277777777777,129000
60.0,5,1965,1965,0.0,3,1,3,641,828,2,965,0,965,1,3,6,0,5,1979.0,2,1,300,421,0,2,1793,41,41,66.87116564417178,119900
60.0,5,1972,2003,0.0,3,1,2,660,768,2,768,0,768,1,3,5,0,5,1974.0,0,1,396,192,0,2,1536,37,6,87.17447916666667,133900
69.0,5,1969,1969,232.0,3,1,3,562,784,0,1168,800,1968,2,3,7,1,3,1969.0,1,2,530,305,189,4,2752,39,39,62.5,172000
35.0,6,1975,1975,250.0,3,1,2,945,945,4,980,0,980,2,3,4,0,5,1980.0,2,0,0,0,0,4,1925,31,31,66.23376623376623,127500
82.0,6,1946,1950,423.0,3,1,2,484,979,4,979,979,1958,2,3,8,0,5,1946.0,2,2,492,0,0,2,2937,61,57,49.37010554988083,145000
24.0,6,1980,1980,0.0,3,1,2,285,561,4,561,668,1229,1,3,5,1,4,1980.0,0,2,462,150,0,2,1790,29,29,69.27374301675978,124000
70.0,5,1962,1962,0.0,3,1,3,417,1057,4,1057,0,1057,1,3,6,0,5,1977.0,0,2,576,0,0,1,2114,45,45,62.44087038789026,132000
65.0,7,2003,2003,0.0,2,2,2,699,1337,0,1337,0,1337,2,2,6,0,5,2003.0,1,2,531,0,39,3,2674,4,4,69.18474195961107,185000
24.0,7,1999,1999,0.0,2,2,2,604,696,0,696,720,1416,2,2,6,0,5,1999.0,2,2,484,0,44,4,2112,11,11,73.39015151515152,155000
50.0,5,1958,2008,0.0,3,1,3,696,858,2,858,0,858,1,3,4,0,5,1980.0,2,0,0,117,0,2,1716,52,2,67.89044289044288,116500
69.0,6,1977,1995,424.0,3,1,2,896,1330,4,1542,1330,2872,2,3,11,1,4,1977.0,0,2,619,550,282,4,4202,31,13,64.73108043788672,272000
24.0,6,1976,1976,0.0,3,1,2,556,804,4,804,744,1548,2,2,7,1,4,1976.0,2,2,440,48,0,4,2352,31,31,65.90136054421768,155000
122.0,9,2007,2007,0.0,2,2,0,0,1800,0,1800,0,1800,2,0,7,0,5,2007.0,0,2,702,288,136,2,3600,2,2,66.38888888888889,239000
80.0,7,2002,2003,44.0,2,2,2,624,817,0,824,1070,1894,2,2,8,1,2,2002.0,0,2,510,0,40,4,2711,8,7,79.26964219845075,214900
65.0,6,2005,2007,0.0,2,2,2,0,783,0,783,701,1484,2,2,8,1,2,2005.0,0,2,393,0,72,3,2267,2,0,78.91486546096162,178900
130.0,5,1940,1950,0.0,2,0,3,428,728,0,976,332,1308,1,3,7,2,4,1940.0,2,1,256,0,70,3,2036,69,59,78.58546168958743,160000
69.0,5,1955,1955,151.0,3,1,3,902,1098,4,1098,0,1098,1,3,6,0,5,1955.0,2,1,260,0,0,2,2196,53,53,61.47540983606557,135000
50.0,3,1910,1950,0.0,3,0,3,0,600,1,600,368,968,1,3,6,0,5,1980.0,2,0,0,0,0,1,1568,99,59,24.17091836734694,37900
75.0,6,1958,1958,105.0,3,1,3,513,588,4,1095,0,1095,1,3,6,0,5,1958.0,1,1,264,0,0,2,1683,48,48,83.184789067142,140000
60.0,4,1949,1950,0.0,3,1,3,0,720,4,720,472,1192,1,3,6,0,5,1980.0,2,0,0,0,0,2,1912,57,56,70.60669456066945,135000
36.0,7,2003,2004,106.0,2,2,2,567,764,0,764,862,1626,2,2,6,0,5,2003.0,1,2,474,0,27,2,2390,6,5,72.38493723849372,173000
55.0,6,1979,1979,0.0,3,1,2,0,918,4,918,0,918,2,3,5,1,4,1979.0,2,1,264,28,0,2,1836,31,31,54.19389978213508,99500
95.0,7,2007,2008,0.0,2,2,2,0,1428,0,1428,0,1428,2,2,6,0,5,2007.0,0,2,480,0,120,2,2856,1,0,63.72549019607843,182000
60.0,7,1910,1993,0.0,3,0,2,0,728,4,1136,883,2019,1,2,8,0,5,1997.0,2,2,532,509,135,1,2747,99,16,60.97560975609756,167500
69.0,7,2000,2000,0.0,2,2,2,641,673,0,673,709,1382,2,2,6,0,5,2000.0,2,2,490,153,50,4,2055,6,6,80.2919708029197,165000
51.0,4,1923,1958,0.0,3,2,2,0,440,4,869,0,869,1,1,4,0,5,1980.0,2,0,0,0,0,1,1309,83,48,65.3170359052712,85500
35.0,7,2006,2007,0.0,2,2,2,1106,1241,0,1241,0,1241,1,2,4,0,5,2007.0,0,2,569,0,116,3,2482,1,0,80.53988718775182,199900
68.0,4,1954,1954,0.0,3,1,3,552,894,0,894,0,894,1,3,5,0,5,1999.0,2,2,400,0,0,1,1788,53,53,61.52125279642058,110000
80.0,5,1963,1963,0.0,3,2,3,651,1121,4,1121,0,1121,1,3,5,0,5,1963.0,2,2,480,0,80,2,2242,46,46,61.99821587867975,139000
69.0,7,1961,2007,210.0,0,1,3,867,944,2,999,0,999,1,0,6,0,5,1961.0,1,2,588,144,76,2,1943,47,1,91.81677817807514,178400
98.0,8,1998,1999,975.0,2,2,2,854,1225,0,1276,1336,2612,2,2,8,1,4,1998.0,0,3,676,250,0,4,3837,11,10,87.56841282251759,336000
43.0,7,2007,2007,16.0,2,2,2,0,1266,0,1266,0,1266,2,2,6,1,2,2007.0,0,2,388,100,16,2,2532,1,1,63.14968404423381,159895
69.0,8,2002,2002,0.0,2,2,2,0,1128,0,1149,1141,2290,2,2,9,1,2,2002.0,2,2,779,0,0,3,3418,6,6,74.8683440608543,255900
75.0,5,1977,1977,0.0,3,1,3,0,0,4,1302,432,1734,2,2,8,0,5,1977.0,2,2,539,0,0,2,1734,32,32,72.66435986159169,126000
68.0,5,1950,1950,0.0,3,1,3,1040,1164,4,1164,0,1164,1,3,5,0,5,1950.0,2,1,240,0,48,2,2328,58,58,53.69415807560137,125000
59.0,6,1910,2003,0.0,3,1,3,0,485,2,1001,634,1635,1,2,5,0,5,1950.0,2,1,255,394,0,1,2120,96,3,55.18867924528302,117000
83.0,9,2009,2010,450.0,0,2,0,1646,1930,0,1940,0,1940,2,0,8,1,2,2010.0,0,3,606,168,95,4,3870,1,0,102.11679586563308,395192
69.0,6,1976,1976,298.0,3,1,3,156,848,4,1118,912,2030,2,2,8,1,4,1976.0,0,2,551,0,224,3,2878,31,31,67.75538568450312,195000
65.0,7,2006,2006,0.0,2,2,2,0,770,0,778,798,1576,2,2,6,0,5,2006.0,1,2,614,0,50,3,2346,0,0,83.97271952259165,197000
82.0,8,1997,1998,423.0,2,2,2,1074,1396,0,1407,985,2392,2,2,7,1,4,1997.0,0,3,870,0,70,4,3788,9,8,91.86906019007392,348000
121.0,8,1882,1986,0.0,2,0,3,216,916,2,916,826,1742,1,2,8,1,2,1925.0,2,2,424,0,169,2,2658,127,23,63.205417607223474,168000
80.0,6,1964,1993,340.0,3,1,3,536,822,2,1020,831,1851,2,2,7,1,1,1964.0,1,2,440,239,42,3,2673,43,14,69.95884773662551,187000
68.0,6,2005,2006,0.0,3,2,2,0,750,0,750,750,1500,2,2,6,0,5,2005.0,1,2,564,0,35,3,2250,1,0,77.28888888888889,173900
96.0,10,2006,2007,230.0,0,2,0,1172,1700,0,1718,0,1718,2,0,7,1,2,2008.0,0,3,786,216,48,3,3418,3,2,98.74195435927443,337500
51.0,4,1946,1950,0.0,3,1,3,384,747,4,774,456,1230,1,3,5,0,5,1946.0,2,1,305,0,57,3,1977,60,56,61.50733434496712,121600
69.0,5,1961,1961,0.0,3,1,3,915,1050,4,1050,0,1050,1,3,6,0,5,1961.0,2,1,368,0,319,2,2100,45,45,65.0,136500
69.0,6,1970,1970,571.0,3,1,3,0,1442,4,1442,0,1442,2,3,6,1,4,1970.0,1,2,615,371,0,2,2884,39,39,64.14701803051318,185000
60.0,3,1922,1950,0.0,3,0,3,0,1007,1,1077,0,1077,1,3,6,1,2,1922.0,2,1,210,0,100,1,2084,84,56,43.66602687140115,91000
64.0,7,2006,2006,24.0,2,2,2,686,1187,0,1208,0,1208,2,2,6,0,5,2006.0,1,2,632,105,61,3,2395,4,4,86.0125260960334,206000
74.0,3,1952,1952,0.0,3,3,3,0,0,1,944,0,944,1,1,4,0,5,1956.0,2,2,528,0,0,1,944,57,57,86.86440677966101,82000
60.0,5,1920,1950,0.0,3,0,1,0,691,0,691,0,691,1,0,4,0,5,1920.0,2,1,216,0,20,1,1382,87,57,62.22865412445731,86000
75.0,8,2006,2006,53.0,2,2,2,24,1574,0,1574,0,1574,2,2,7,1,2,2006.0,1,3,824,144,104,2,3148,2,2,73.69758576874206,232000
69.0,5,1976,1976,164.0,3,1,3,0,1680,1,1680,0,1680,2,3,8,0,5,1976.0,2,2,528,0,0,2,3360,31,31,40.745535714285715,136905
43.0,7,2005,2006,16.0,2,2,2,16,1346,0,1504,0,1504,2,2,7,1,2,2005.0,0,2,457,156,0,2,2850,4,3,63.50877192982456,181000
65.0,5,1977,1977,220.0,2,1,2,595,985,4,985,0,985,2,3,6,0,5,1977.0,2,1,328,210,0,2,1970,31,31,76.09137055837563,149900
69.0,6,1970,1970,0.0,3,1,2,1237,1657,2,1657,0,1657,2,3,7,1,4,1970.0,2,2,484,0,0,3,3314,37,37,49.33614966807483,163500
21.0,4,1970,1970,0.0,3,1,3,273,546,4,546,546,1092,1,3,6,0,5,1970.0,1,1,286,238,0,2,1638,39,39,53.724053724053725,88000
43.0,7,2004,2005,108.0,2,2,0,0,1710,0,1710,0,1710,2,2,7,1,2,2004.0,0,2,550,100,48,2,3420,5,4,70.17543859649123,240000
60.0,5,1926,1950,0.0,3,0,3,0,1008,0,1008,0,1522,2,3,7,0,5,1980.0,2,0,0,0,0,2,2530,80,56,40.316205533596836,102000
115.0,5,1948,1950,0.0,3,1,3,0,720,4,720,551,1271,2,3,7,1,2,1948.0,2,1,312,0,0,2,1991,60,58,67.80512305374184,135000
75.0,5,1965,1965,0.0,3,1,3,0,0,4,1664,0,1664,2,3,8,0,5,1980.0,2,0,0,0,0,2,1664,45,45,60.09615384615385,100000
